,Unnamed: 0,Unnamed: 0.1,review_rating,hotel_locality,hotel_name,hotel_rating,num_reviews_reviewer,review_body,review_date,review_title,review_url,reviewer_name,user_location
111,111,111,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,5,"Dears,I m so happy to say i see again great time working in that hotel. I came again and the serwis - still on 5 stars. Not like you can imagin... dinner is even better than befor i visit that place. Rooms are more clean than before... i can be proud that i write a recomendation for realy good place. Thank so much for my new home a way from home","November 10, 2016",Again... and again home a way from home.,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r436264610-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,g0sia1982,"Warsaw, Poland"
112,112,112,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,7,"Great food, clean room, good location. I served breakfast and dinner at the restaurant Arcada. The room had a nice view, shower and hairdryer in the bathroom.They have also a spa.The hotel was full of tourists from India, Spain.","November 1, 2016",Good hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r433570041-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Vavam23,"England, United Kingdom"
113,113,113,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Family friendly staff andthanks to Mary for good customer service. We found Shepherd very convenient though it was during high season. Thank you and we will come back for next eid. Very close to Hebron road and shopping area and many restaurants near by.,"July 11, 2016",medium size hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r391474320-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,fadediab,"Ashdod, Israel"
114,114,114,20,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,5,"First of all, my apology to the hotel staff, they did their best but unfortunately the overall experience was bad, very bad. I don't know if this poor outcome was because of this time in the season with lack of tourists, but my recommendation to the hotel owners to close the gate if they offer this kind of service to their visitors, even if they are the only guests!!After I went through most of the reviews here and got the impression of good hotel, I booked for 2 connected rooms for 2 nights stay with my family (2 adults and 4 children). We arrived at noon. My first impression was: ""wait.. where is everybody? I don't see any guests here"". Then we got out rooms at the 5th floor, but the next room was under renovations, and I felt that may cause some noise, so I asked the reception girl to let us move to different floor. She was nice and we moved to 2nd floor.The rooms size was ok, but that where it ends. The beds was in bad condition, no children channels in the tv, the hot water was on demand (yes! only after we called the reception we were able to get a hot bath), the babies beds was not suitable for kids sleep!! Already at midnight we decided to cancel the 2nd night and get back home early in the morning.Then the morning has arrived. We went to restaurant floor to get some breakfast at ~8:30AM, but all of the sudden the lights was off and some staff women asks us if ""you want to eat breakfast?"" !!! I asked her: ""are there any guests in the hotel anyway?"" She replied: ""only you""!! Then some guy made for us some eggs and few things!! of-course we couldn't eat anything because we already lost our appetite. Again, I don't blame the hotel staff but the owners who let these level of service happen to people who paid for it!!Immediately after this horrible experience, we collected our things, went down to the reception, cancel the 2nd night, paid whatever we had to pay for, and got out of there. Oh, home sweet home!!","April 6, 2016",Me and my family felt humiliated; waste of time and money,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r362101019-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,fa_gw,"Hadera, Israel"
115,115,115,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Stayed here as part of group for 6 nights. This hotel has quiet everything you meed and it is clean unlike the hotel we used in the north of israel as it was dirty. Food is very good. Area is good and free internet and spa. I loved my stay at plaza and i do recommend,"March 27, 2016",Expertise!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r359105796-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,imadthebest,"Ako, Japan"
116,116,116,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,my room was 412 it was so comfortable+nice view and in very quiet area 10 mints walking from city center they have also nice spa in the hotel and very warm the staff are very nice and friendly i will back to this hotel soon ..,"March 16, 2016",one of the best hotel in the town + best serves + best food +best view +save area + wonderful rooms,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r356096795-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,91markoo,"Nazareth, Israel"
117,117,117,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"I come to plaza every weekend for business and its been 5 years now and i will not sleep where else! I work as a professional singer and i need to rest between every night's parties, so plaza is the place to sleep long and rest well. The value of money is the best also.","March 3, 2016",The only hotel where you can really sleep!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r352668950-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,bishara-Sakhnini,"Nazareth, Pennsylvania"
118,118,118,40,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,15,"The front office team is friendly and hospitable, always ready to attend to our needs and answering our queries. The hotel is clean and the room is comfortable as well. The food is amazing with generous portions and a variety of Mediterranean dishes. The area also felt calm and safe. Enjoyed my stay very much here and will definitely recommend this place to others.","February 29, 2016",Excellent hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r352024950-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Justina L,"Singapore, Singapore"
119,119,119,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"The location of plaza is nice. And its licated on busy area but very quiet at night. The service is excellent and staff speak many languages. The food is WOW. Breakfat is huge, chef will make ur own omlette infront of you. Beds are comfortartable and pillows are super comfortable. We had a half board meal arrangements. This hotel is 4 stars and its the best value. The selectuon of food is very rich, comparing to other hotels in Bethlehem, plaza is much better! Bathroom was very clean and shower was very good. ","February 27, 2016",The best Hospiyality,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r351484430-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Fadi M,"Acre, Israel"
120,120,120,40,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Good and clean hotel. Service of the staff is very good. The food is delicious!! There is a nice and cozy lounge to relax. There is also a nice cafe round the corner to have good coffee and cakes. Diagonally opposite the hotel is a big supermarket to buy daily groceries and necessities.,"February 20, 2016",Good hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r349574618-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,tonystark2,Singapore
121,121,121,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"Love this hotel, great and perfect location, nice service. The staff seek to make you feel welcome. Good food - especially breakfast, and the best sweets! Nice rooms with a great view. The part of the hotel for relaxing is Incredible, the pool and sauna. Looking forward to my next visit to this hotel!","February 20, 2016",Simply the Best!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r349401334-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,DANICRISTIAN,"Baia Sprie, Romania"
122,122,122,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"Very good Staff , and Very good service . Food for breakfast and dinner was very delicious. very fast free WiFi in all the hotel, Very clean rooms and comfortable. the bartender was so kind & friendly & the best. My room was 405 it was with a big balcony and great view .... great hotel to stay ...","February 19, 2016",Friendly and nice Staff & very nice welcoming !,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r349142567-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Adelina D,"Baia Mare, Romania"
123,123,123,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,6,"As a professional tour guide working in the region, I have had many opportunities to stay in a number of hotels in the Bethlehem area. There are a number of nice places to stay at but this is the best one that I have used in Bethlehem to date. Thank you. ","February 5, 2016",Tour guide,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r345125307-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Ronni I,"Timbuktu, Mali"
124,124,124,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,I were with the group just a few days ago there. I havent suspected such a standard because I know about the problems there. I recommend this hotel for all tourists looking for something in good standard and tasty food. You will have also a little spa here. At home firstly I minded how great was to rest there after some hours sightseeinh on foot.,"January 28, 2016",The best in bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r343418790-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Michał P,"Opole, Poland"
125,125,125,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"Perfect service, well located, delicious breakfast, the front desk was really helpful. And all the staff too. The shepherd plaza is the place to stay in Bethlehem city. The hotel is 4 years old. This hotel is very high in standard and was most comfortable. ","January 23, 2016",Terrific rooms,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r342140136-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,yacocm,"Tel Aviv, Israel"
126,126,126,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Love this hotel love this people who work here they are amazing. HOSPITALITY IS TRUE!!! I would come back here soon. Internet is free wifi. Food is wow many choices. I aslo love the spa. Its a family hotel. So its always better than large company hotels. ,"January 20, 2016",Excellent,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r341383236-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Ranex O,"Istanbul Province, Turkey"
127,127,127,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"staff in this hotel is the best, and the service is also the best. i like free Wifi, food for breakfast and dinner was very delicious. room space is good, and comfortable. i will come back may with other members of group","January 19, 2016",Very good hotel!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r341250698-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Marin E,"Bucharest, Romania"
128,128,128,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,This is very nice place to stay in Bethelem. This hostel is very big but not crowded. Staff is very friendly and polite. They helped me a lot with my questions about local transport. Breakfast was not very. The rooms clean and tidy. I RECOMMENDED,"January 17, 2016",I recommended this hotel!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r340777114-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mateusz N,"Warsaw, Poland"
129,129,129,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,I have visited rhis hotel 5 times already and i wiukd just cime back here only. I consider it the best choice in berhlehwm city. Nit close to centre but it is not far and you do not need to leave as everything is available and wifi free and excellent covarage. It is very professional and food at breakfast and dinner is very amazing. Many choices and very friendly,"January 17, 2016",Very good,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r340773682-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Ghatas G,"Strasbourg, France"
130,130,130,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"It is simply a very nice hotel and very warm. I visited amrita spa in ground floor, free of charge and was quiet nice, Jacuzzi had hot water and pool was also warm. Food was very ok and room service is available anytime with a good menu of food selection. I tried shrimps with garlic and lemon and was delicious. I loved my stay and will certainly come back.","January 17, 2016",Home away from home,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r340760673-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,abdo342,"Rio de Janeiro, RJ"
131,131,131,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,2,"I'm here on my second time, and I can see how things are improving and changing to better. I love this place and love people here and rooms are already under renovations though this hotel is only 4 years old. Very effective management and excellent maintenance schedule. ","January 15, 2016",Very Fine!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r340195712-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Joseph L,Rio
132,132,132,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"The location is very attractive, it is really convenient to go arround. The front desk provided us with all needed info and planned taxis for us to pick us up and for dropp off. Rooms are very cozy and comfy. Heaters are amazing as its freezing cold outside. In general this hotel us nice and friendly. Will visit again","January 8, 2016",A great stay!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r338392715-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mustafa M,"Ankara, Turkey"
133,133,133,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,139,"The Shepherd Plaza is a great hotel to stay in BethlehemThe staff members are so friendly & helpful, food is tasty & rooms are clean and in good shape.Bethlehem is a very safe city to stay in and the Shepherd Plaza is a smart choice combines good value for money & comfort","January 7, 2016",Lovely property & Great service,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r338146394-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,KFIRIS,"Eilat, Israel"
134,134,134,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"the hotel is located very close to main road and you will find many shops arround you within 5 min walk. breakfast is very ok and if you want they can and will cook for you. rooms are very neat and clean and modern. nice bathroom with a bice set of items. i have a positive side of the hotel, rooms are sound proofed and it was very quiet. general opinion i do recommend. its tge best value you wil find in the city","January 4, 2016",nice modern hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r337151208-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mary m,"Amman, Jordan"
135,135,135,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Third time staying here and everytime i stay for one week. Here i feel at home. Owner of hotel is amazignly friendly and very hospitable in every way possible! Food is very traditional oriental and delicious! I truly recommend this hotel always,"January 3, 2016",True hospitality experience,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r336905259-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Iyad A,Jordan
136,136,136,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,Still here on my second night with a group of six people and we had to sleep in Bethlehem as we heard this city has better hotels than Jerusalem with better rates! We are truly enjoying our stay here and this hotel is well equipped and very friendly manager Mr. Fadi has well welcomed us and is making us feel home! ,"January 2, 2016",Very good,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r336738044-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Simon H,Beit Sahour
137,137,137,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"Well as a Tour leader I come to Bethlehem atleast 2 or 3 times in a year. Every visit I have been staying in various Hotels and I notice how they keep their standards of the room etc...Let me tell u as a friend. If ur looking for a comfortable stay in a comfortable location this is the place to be... very comfortable rooms with the best quality bed, 24/7 hot water in toilets , good food which they change if ur in a group to ur taste buds. .... and very loving people.... ready to help and be at ur assistance always... the hotel also is centrally located with lot of eat outs near by like Shawarmas, sweets shops and other yummy foods....The management team of the Hotel under the leadership of Fadi is so excellent that they try to improvise every year... the rooms have good view and most of all u feel ur at ur own home...Do book in advance or u may not find rooms as they are usually full... Don't miss staying in Bethlehem at Shepherd Plaza !!!","November 22, 2015",A place you can call it Home....,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r328442484-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Levis7777,"Kochi (Cochin), India"
138,138,138,40,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,15,"We were on the move constantly for 2 weeks. During our time in Bethlehem we stayed at the S Plaza, and always got a great night's sleep. No one goes to Bethlehem to hang out at the hotel! But this was a great home base.","July 16, 2015",Shepherd's Plaza,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r289687951-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,homandl,"Austin, Texas"
139,139,139,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"hotel very nice, very clean.food is nice, and staff are really nice! pool and spa are lovely, , food is very lovely.service is excellent and food is very tasty. professional and friendly front desk team that give you needed support for a perfect stay in the city.","July 12, 2014",The best the rest lovely hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r215001116-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,geo684,"Miami, Florida"
140,140,140,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"t's really a pleasure to stay at shepherd plaza hotel bethlehem . Wonderful hotel,spa and serves, excellent food, nice rooms with view, And most of all: Friendliest staff I've ever met. Most of the employees are working there for many years, as a returning guest you feel like coming home. Keep on going, Thanks a lot.","May 24, 2014",Wonderful hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r206817312-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,GEORGELARFM,"Burgos, Spain"
141,141,141,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"i had an excellent three days stay in Bethlehem in the shepherd plaza hotel. it was so comfortable, so relaxing, clean nice and the best service ever. the hotel is close to markets , and you can walk to the nativity square, its less than 30 minutes walking , 5 minutes in car, rooms are with balcony and swimming pool is available.","May 23, 2014",excellent stay at shepherd plaza hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r206703042-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Doris N,"Dubai, United Arab Emirates"
142,142,142,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"four star hotel , located one kilometer from the center of bethlehem, very quiet area, Spa and swimming pool available.. Rooms are very clean and with nice view. service is excellent and food is very tasty. professional and friendly front office team that give you needed support for a perfect stay in the city.","May 17, 2014",excellent hotels,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r205886753-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Nivine A,"Bethlehem, Palestinian Territories"
143,143,143,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,1,"the hotel is not in city center but its not far away, only 2 km from city center. i loved the rooms, so clean and they housekeeping would just come back everyday to check on you and tidy up your room, my compliments to the owner,. and management. i come from Austria and our standards are high, i believe, but here i found no difference.","November 16, 2013",Fantastic Hotel,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r184920411-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Jenny H,"Vienna, Austria"
144,144,144,40,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,220,"Stayed 5 nights as a part of a group. It looked as if 80-90% of guests were members of groups. Room (on 8th floor) was comfortable and clean with towels changed every day. Free wi-fi worked well. The breakfast/dining room is in the basement and lacks any charm or intimacy. Food is all buffet style with reasonable choice. Just a shame that ""fruit"" juice at breakfast is a sugary industrial product, given the amount of fresh fruit that grows in Israel & Palestine. On the ground floor there is a spacious bar area, again with little charm and a very limited range of alcoholic drinks.As remarked by another reviewer, the two lifts are very efficient.Given the huge challenges of running a business in Palestine, this is a good place stay, although some way from the main attractions in Bethelem.","November 4, 2013","A good place to stay, not so good for dining.",https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r183558477-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,JohnScott48,"Essex, UK"
145,145,145,30,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,25,"Nice hotel a bit far away from the Nativity square. The staff is nice and helpful during check-in, arranging taxis etc. The biggest drawback is the room and the fact that the hotel carries a four star rating, but maybe the star scale is different in Bethlehem than in other countries. E.g. during the day there was no hot water in the shower. Our room was so-so cleaned during our stay where e.g. used service wasn't replaced.However, it was very nice with a balcony and the view was great.","April 23, 2013",Nice hotel but with some problems,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r158548171-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,kh73,"Copenhagen, Denmark"
146,146,146,40,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,5,"Stayed here as part of a group visiting Israel and the West Bank. The rooms have free Wifi, electrically controlled shutters for coolness during the day and are well appointed. Two lifts to all floors even coped when the bus-load were trying to get back to their rooms. Food was reasonable - buffet style so plenty of choice. Neighbourhood is quiet at night.","December 12, 2012",Great place to stay in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r147315913-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mike G,Angus
147,147,147,50,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,2,"it is not my first trip to Bethlehem, and i have used few hotel, The plaza is a new hotel opened March 2011, and it is unique since it's the only hotel which has a free Spa. rooms are excellent and modern, safe, mini fridge, electronic doors applied.staff is excellent and friendly, ask for excecutive room as complimentary esspresso machine is free of charge.i believe that the plaza is the only four stars in bethlehem","July 18, 2012",one of the best hotels in Bethlehem!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r134744500-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Joseph L,Rio
148,148,148,30,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,98,"There are two sheperd hotels in betlehem. On is newer and one a bit older. We stayed at the newer one. Spa (pool, whirlpool and sauna) is free but we did not use it. Rooms are ok but not very clean. Food is okay and the staff speaks english and is polite. Compared with other hotels in Betlehem it is ok. AND THERE IS FREE W-LAN IN THE WHE HOTEL. That is a plus. ","May 18, 2012",Ok but some problems,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r130149846-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,1234mini1234,"Vienna, Austria"
149,149,149,30,Bethlehem,Shepherd Plaza Hotel,5 of 5 bubbles,420,"Stayed here beginning May for 03 nts on our Holy Land tour, a very comfortable hotel, was lucky to find a room with a balcony on the 8th floor which overlooked the Manger Hill , enjoyed the sunrise & nite views which were awesome, dawn had a beautiful salmon shaded horizon and nights with illuminated towers & minarets.... The beds very comfortable with short small size satin sheets, a big cupboard occupied so much of space hence no space for any chairs in the room.,but the big sliding glass door to the balcony gave a spacious feeling .. unfortunately this beautiful balcony was dusty & had units of A/C of other rooms.The shower cubicle small but, at least we could turn around & there was place for keeping toiletteries. had good quality of supplies & even a hair dryer.. on the whole enjoyed quality sleep and very clean with fresh towels everyday.Regarding meals, the breakfast okay but dinner terrible, dinning area resembled a hostel dinning hall, no decor no windows very claustrophobic as it was in the basement...hopefully it was a make shift arrangement as the hotel seems like it had had no time for the finishing touches.Reception great has a beautiful mosaic picture of the sheperds.Best thing we did from this hotel is one evening, some of us after the days tour, refreshed & took a cab to the Manger square at sixish & the same cab collected us at 8 pm for only 10 us dollars , not per person!!! We thouroughly enjoyed the Manger square atmosphere, shopped to our heart's content, the prices were half the marked as there was no tour guide along, thats what the shop owners told us, please contact Saliba Bandak 38 Milk grotto street, has nice icons & good stuff & good prices but without the guide, thats how we got to know of the commissions.And moreso such a beautiful feeling in the square, calm & peaceful,when illuminated one see''s the crosses of all shapes--,Greek orthodox, R catholic & the Armenian.We also met some local people & tasted local food, we tried backlava from a street vendor. Dont miss this outting, even though the guides advice you against this & give you all sorts of excuses of shops being shut, unsafe etc. please experience the good vibes & shop at ease . Last thing bought stamps from the reception & posted some picture postcards( handed to the reception) by affixing 2 US dollars worth of stamps per card which never reached the destinations.","July 30, 2011",Sheperds !! Good enough!!!!!!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2218659-r116009518-Shepherd_Plaza_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Sparkie09,"Goa, India"
150,150,150,30,Beit Jala,Angel Hotel,4 of 5 bubbles,26,I stayed three nights at the Angel Hotel with a group in Bethlehem. Rooms are basic but clean. The staff is accommodating. Food provided there was basic but well prepared and sufficient. Good value for a budget minded traveler.,"December 18, 2017",Adequate lodging for the area,https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r547905035-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,iGlobalTravel,"Oregon City, Oregon"
151,151,151,40,Beit Jala,Angel Hotel,4 of 5 bubbles,112,"Spent two nights in a double room. Clean and tidy, reasonably spacious. Buffet breakfast with good choice, although I would have preferred more fruitThe terrace next to the bar is a nice hang out and an alternative to local bars","September 21, 2017",Value for money - nice terrace,https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r526263477-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,Hans G,"Hamburg, Germany"
152,152,152,30,Beit Jala,Angel Hotel,4 of 5 bubbles,97,"For the most part we enjoyed our stay at the Angel Hotel. If we would have stayed in the spring, winter, or fall we would have enjoyed our stay much more. Our room did not cool down like we wanted. We discovered that during the day room air conditioners are turned off at the front desk. Our room never cooled down enough for comfortable sleeping. Had our air conditioner worked properly my rating would be higher. We asked that the system be fixed, but nothing changed.The breakfast and supper and buffets were fresh and good. We definitely enjoyed the food. The outdoor deck was enjoyable for socializing.","June 26, 2017",Satisfactory,https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r496265352-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,kekenkel,"Mitchell, South Dakota"
153,153,153,50,Beit Jala,Angel Hotel,4 of 5 bubbles,6,"The hotel is normal, with very good service, all working perfect. The staff is super friendly and always available to help in anything you may need or request. The buffet breakfast and dinner is delicious, with great variety and very fresh foods every day.I was there for 6 nights!","April 7, 2017","""Great service and better food""",https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r473382387-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,Mar I,"Dar es Salaam, Tanzania"
154,154,154,40,Beit Jala,Angel Hotel,4 of 5 bubbles,92,"The hotel was basic and spartan, but the front desk was very friendly and helpful with information. The room and bathroom met all the basic needs. One of the neighbours has a dog that won't shut up though! The location allowed us to walk around to local shops and bakeries. It is also only 15 minutes walk to the Separation wall graffiti and Banksy's Walled Off Hotel.","April 2, 2017","Spartan, but great front desk",https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r472236392-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,iowacorn,"Des Moines, Iowa"
155,155,155,50,Beit Jala,Angel Hotel,4 of 5 bubbles,25,"Recently visited the Holy Lands, stayed in the Angle Hotel for the first few nights. Loved it, quite, cozy, and the people there are very friendly who will do everything to make sure you are comfortable. Small bar inside for sitting relaxing and coffee.","March 16, 2017",Loved the people,https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r467735490-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,Leslie D,"DeLand, Florida"
156,156,156,40,Beit Jala,Angel Hotel,4 of 5 bubbles,6,Stayed for three nights with a tour group at Angel Hotel. Extremely clean and well cared for facilities. Staff are always available to attend to your every need with a smile. Breakfast and dinners are fresh and inventive. Only suggestion would be to invest in new towels.,"January 27, 2017",Charming Staff,https://www.tripadvisor.com.au/ShowUserReviews-g2059914-d1783951-r455195114-Angel_Hotel-Beit_Jala_West_Bank.html#CHECK_RATES_CONT,Annb62863,"Zionsville, Indiana"
