,Form,Topic Category,Rank,Type,Polarity
8900,elevator,concept,1,Top>Location>Facility,N
8901,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
8902,side,concept,3,Top>Organization,P
8903,breakfast,concept,4,Top>Event,P
8904,breakfast,concept,5,Top>Product>Food,P
8905,side,concept,6,Top>Location,P
8907,room,concept,8,Top>Location>Facility,NEU
8908,room,concept,9,Top>Location>Facility,NEU
8909,construcción,concept,1,Top>Location>Facility,N
8911,floor,concept,3,Top>Location,N
8912,farm,concept,4,Top>Location>Facility,N
8921,AC,entity,2,Top,N
8922,elevator,concept,1,Top>Location>Facility,N
8923,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
8924,access,concept,3,Top>Process,P
8926,group,concept,5,Top>Organization,N
8927,passenger,concept,6,Top>Person,N
8928,outlet,concept,7,Top,N
8930,service,concept,9,Top>Product>ProfessionalService,P
8931,room,concept,10,Top>Location>Facility,P+
8934,room,concept,13,Top>Location>Facility,P+
8935,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
8938,elevator,concept,1,Top>Location>Facility,N
8939,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
8940,side,concept,3,Top>Organization,P
8941,breakfast,concept,4,Top>Event,P
8942,breakfast,concept,5,Top>Product>Food,P
8943,side,concept,6,Top>Location,P
8945,room,concept,8,Top>Location>Facility,NEU
8946,room,concept,9,Top>Location>Facility,NEU
8947,construcción,concept,1,Top>Location>Facility,N
8949,floor,concept,3,Top>Location,N
8950,farm,concept,4,Top>Location>Facility,N
8959,AC,entity,2,Top,N
8960,elevator,concept,1,Top>Location>Facility,N
8961,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
8962,access,concept,3,Top>Process,P
8964,group,concept,5,Top>Organization,N
8965,passenger,concept,6,Top>Person,N
8966,outlet,concept,7,Top,N
8968,service,concept,9,Top>Product>ProfessionalService,P
8969,room,concept,10,Top>Location>Facility,P+
8972,room,concept,13,Top>Location>Facility,P+
8973,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
8976,elevator,concept,1,Top>Location>Facility,N
8977,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
8978,side,concept,3,Top>Organization,P
8979,breakfast,concept,4,Top>Event,P
8980,breakfast,concept,5,Top>Product>Food,P
8981,side,concept,6,Top>Location,P
8983,room,concept,8,Top>Location>Facility,NEU
8984,room,concept,9,Top>Location>Facility,NEU
8985,construcción,concept,1,Top>Location>Facility,N
8987,floor,concept,3,Top>Location,N
8988,farm,concept,4,Top>Location>Facility,N
8997,AC,entity,2,Top,N
8998,elevator,concept,1,Top>Location>Facility,N
8999,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9000,access,concept,3,Top>Process,P
9002,group,concept,5,Top>Organization,N
9003,passenger,concept,6,Top>Person,N
9004,outlet,concept,7,Top,N
9006,service,concept,9,Top>Product>ProfessionalService,P
9007,room,concept,10,Top>Location>Facility,P+
9010,room,concept,13,Top>Location>Facility,P+
9011,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9014,elevator,concept,1,Top>Location>Facility,N
9015,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9016,side,concept,3,Top>Organization,P
9017,breakfast,concept,4,Top>Event,P
9018,breakfast,concept,5,Top>Product>Food,P
9019,side,concept,6,Top>Location,P
9021,room,concept,8,Top>Location>Facility,NEU
9022,room,concept,9,Top>Location>Facility,NEU
9023,construcción,concept,1,Top>Location>Facility,N
9025,floor,concept,3,Top>Location,N
9026,farm,concept,4,Top>Location>Facility,N
9035,AC,entity,2,Top,N
9036,elevator,concept,1,Top>Location>Facility,N
9037,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9038,access,concept,3,Top>Process,P
9040,group,concept,5,Top>Organization,N
9041,passenger,concept,6,Top>Person,N
9042,outlet,concept,7,Top,N
9044,service,concept,9,Top>Product>ProfessionalService,P
9045,room,concept,10,Top>Location>Facility,P+
9048,room,concept,13,Top>Location>Facility,P+
9049,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9052,elevator,concept,1,Top>Location>Facility,N
9053,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9054,side,concept,3,Top>Organization,P
9055,breakfast,concept,4,Top>Event,P
9056,breakfast,concept,5,Top>Product>Food,P
9057,side,concept,6,Top>Location,P
9059,room,concept,8,Top>Location>Facility,NEU
9060,room,concept,9,Top>Location>Facility,NEU
9061,construcción,concept,1,Top>Location>Facility,N
9063,floor,concept,3,Top>Location,N
9064,farm,concept,4,Top>Location>Facility,N
9073,AC,entity,2,Top,N
9074,elevator,concept,1,Top>Location>Facility,N
9075,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9076,access,concept,3,Top>Process,P
9078,group,concept,5,Top>Organization,N
9079,passenger,concept,6,Top>Person,N
9080,outlet,concept,7,Top,N
9082,service,concept,9,Top>Product>ProfessionalService,P
9083,room,concept,10,Top>Location>Facility,P+
9086,room,concept,13,Top>Location>Facility,P+
9087,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9090,elevator,concept,1,Top>Location>Facility,N
9091,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9092,side,concept,3,Top>Organization,P
9093,breakfast,concept,4,Top>Event,P
9094,breakfast,concept,5,Top>Product>Food,P
9095,side,concept,6,Top>Location,P
9097,room,concept,8,Top>Location>Facility,NEU
9098,room,concept,9,Top>Location>Facility,NEU
9099,construcción,concept,1,Top>Location>Facility,N
9101,floor,concept,3,Top>Location,N
9102,farm,concept,4,Top>Location>Facility,N
9111,AC,entity,2,Top,N
9112,elevator,concept,1,Top>Location>Facility,N
9113,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9114,access,concept,3,Top>Process,P
9116,group,concept,5,Top>Organization,N
9117,passenger,concept,6,Top>Person,N
9118,outlet,concept,7,Top,N
9120,service,concept,9,Top>Product>ProfessionalService,P
9121,room,concept,10,Top>Location>Facility,P+
9124,room,concept,13,Top>Location>Facility,P+
9125,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9128,elevator,concept,1,Top>Location>Facility,N
9129,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9130,side,concept,3,Top>Organization,P
9131,breakfast,concept,4,Top>Event,P
9132,breakfast,concept,5,Top>Product>Food,P
9133,side,concept,6,Top>Location,P
9135,room,concept,8,Top>Location>Facility,NEU
9136,room,concept,9,Top>Location>Facility,NEU
9137,construcción,concept,1,Top>Location>Facility,N
9139,floor,concept,3,Top>Location,N
9140,farm,concept,4,Top>Location>Facility,N
9149,AC,entity,2,Top,N
9150,elevator,concept,1,Top>Location>Facility,N
9151,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9152,access,concept,3,Top>Process,P
9154,group,concept,5,Top>Organization,N
9155,passenger,concept,6,Top>Person,N
9156,outlet,concept,7,Top,N
9158,service,concept,9,Top>Product>ProfessionalService,P
9159,room,concept,10,Top>Location>Facility,P+
9162,room,concept,13,Top>Location>Facility,P+
9163,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9166,elevator,concept,1,Top>Location>Facility,N
9167,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9168,side,concept,3,Top>Organization,P
9169,breakfast,concept,4,Top>Event,P
9170,breakfast,concept,5,Top>Product>Food,P
9171,side,concept,6,Top>Location,P
9173,room,concept,8,Top>Location>Facility,NEU
9174,room,concept,9,Top>Location>Facility,NEU
9175,construcción,concept,1,Top>Location>Facility,N
9177,floor,concept,3,Top>Location,N
9178,farm,concept,4,Top>Location>Facility,N
9187,AC,entity,2,Top,N
9188,elevator,concept,1,Top>Location>Facility,N
9189,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9190,access,concept,3,Top>Process,P
9192,group,concept,5,Top>Organization,N
9193,passenger,concept,6,Top>Person,N
9194,outlet,concept,7,Top,N
9196,service,concept,9,Top>Product>ProfessionalService,P
9197,room,concept,10,Top>Location>Facility,P+
9200,room,concept,13,Top>Location>Facility,P+
9201,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9204,elevator,concept,1,Top>Location>Facility,N
9205,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9206,side,concept,3,Top>Organization,P
9207,breakfast,concept,4,Top>Event,P
9208,breakfast,concept,5,Top>Product>Food,P
9209,side,concept,6,Top>Location,P
9211,room,concept,8,Top>Location>Facility,NEU
9212,room,concept,9,Top>Location>Facility,NEU
9213,construcción,concept,1,Top>Location>Facility,N
9215,floor,concept,3,Top>Location,N
9216,farm,concept,4,Top>Location>Facility,N
9225,AC,entity,2,Top,N
9226,elevator,concept,1,Top>Location>Facility,N
9227,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9228,access,concept,3,Top>Process,P
9230,group,concept,5,Top>Organization,N
9231,passenger,concept,6,Top>Person,N
9232,outlet,concept,7,Top,N
9234,service,concept,9,Top>Product>ProfessionalService,P
9235,room,concept,10,Top>Location>Facility,P+
9238,room,concept,13,Top>Location>Facility,P+
9239,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9242,elevator,concept,1,Top>Location>Facility,N
9243,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9244,side,concept,3,Top>Organization,P
9245,breakfast,concept,4,Top>Event,P
9246,breakfast,concept,5,Top>Product>Food,P
9247,side,concept,6,Top>Location,P
9249,room,concept,8,Top>Location>Facility,NEU
9250,room,concept,9,Top>Location>Facility,NEU
9251,construcción,concept,1,Top>Location>Facility,N
9253,floor,concept,3,Top>Location,N
9254,farm,concept,4,Top>Location>Facility,N
9263,AC,entity,2,Top,N
9264,elevator,concept,1,Top>Location>Facility,N
9265,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9266,access,concept,3,Top>Process,P
9268,group,concept,5,Top>Organization,N
9269,passenger,concept,6,Top>Person,N
9270,outlet,concept,7,Top,N
9272,service,concept,9,Top>Product>ProfessionalService,P
9273,room,concept,10,Top>Location>Facility,P+
9276,room,concept,13,Top>Location>Facility,P+
9277,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9280,elevator,concept,1,Top>Location>Facility,N
9281,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9282,side,concept,3,Top>Organization,P
9283,breakfast,concept,4,Top>Event,P
9284,breakfast,concept,5,Top>Product>Food,P
9285,side,concept,6,Top>Location,P
9287,room,concept,8,Top>Location>Facility,NEU
9288,room,concept,9,Top>Location>Facility,NEU
9289,construcción,concept,1,Top>Location>Facility,N
9291,floor,concept,3,Top>Location,N
9292,farm,concept,4,Top>Location>Facility,N
9301,AC,entity,2,Top,N
9302,elevator,concept,1,Top>Location>Facility,N
9303,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9304,access,concept,3,Top>Process,P
9306,group,concept,5,Top>Organization,N
9307,passenger,concept,6,Top>Person,N
9308,outlet,concept,7,Top,N
9310,service,concept,9,Top>Product>ProfessionalService,P
9311,room,concept,10,Top>Location>Facility,P+
9314,room,concept,13,Top>Location>Facility,P+
9315,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9318,elevator,concept,1,Top>Location>Facility,N
9319,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9320,side,concept,3,Top>Organization,P
9321,breakfast,concept,4,Top>Event,P
9322,breakfast,concept,5,Top>Product>Food,P
9323,side,concept,6,Top>Location,P
9325,room,concept,8,Top>Location>Facility,NEU
9326,room,concept,9,Top>Location>Facility,NEU
9327,construcción,concept,1,Top>Location>Facility,N
9329,floor,concept,3,Top>Location,N
9330,farm,concept,4,Top>Location>Facility,N
9339,AC,entity,2,Top,N
9340,elevator,concept,1,Top>Location>Facility,N
9341,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9342,access,concept,3,Top>Process,P
9344,group,concept,5,Top>Organization,N
9345,passenger,concept,6,Top>Person,N
9346,outlet,concept,7,Top,N
9348,service,concept,9,Top>Product>ProfessionalService,P
9349,room,concept,10,Top>Location>Facility,P+
9352,room,concept,13,Top>Location>Facility,P+
9353,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9356,elevator,concept,1,Top>Location>Facility,N
9357,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9358,side,concept,3,Top>Organization,P
9359,breakfast,concept,4,Top>Event,P
9360,breakfast,concept,5,Top>Product>Food,P
9361,side,concept,6,Top>Location,P
9363,room,concept,8,Top>Location>Facility,NEU
9364,room,concept,9,Top>Location>Facility,NEU
9365,construcción,concept,1,Top>Location>Facility,N
9367,floor,concept,3,Top>Location,N
9368,farm,concept,4,Top>Location>Facility,N
9377,AC,entity,2,Top,N
9378,elevator,concept,1,Top>Location>Facility,N
9379,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9380,access,concept,3,Top>Process,P
9382,group,concept,5,Top>Organization,N
9383,passenger,concept,6,Top>Person,N
9384,outlet,concept,7,Top,N
9386,service,concept,9,Top>Product>ProfessionalService,P
9387,room,concept,10,Top>Location>Facility,P+
9390,room,concept,13,Top>Location>Facility,P+
9391,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9394,elevator,concept,1,Top>Location>Facility,N
9395,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9396,side,concept,3,Top>Organization,P
9397,breakfast,concept,4,Top>Event,P
9398,breakfast,concept,5,Top>Product>Food,P
9399,side,concept,6,Top>Location,P
9401,room,concept,8,Top>Location>Facility,NEU
9402,room,concept,9,Top>Location>Facility,NEU
9403,construcción,concept,1,Top>Location>Facility,N
9405,floor,concept,3,Top>Location,N
9406,farm,concept,4,Top>Location>Facility,N
9415,AC,entity,2,Top,N
9416,elevator,concept,1,Top>Location>Facility,N
9417,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9418,access,concept,3,Top>Process,P
9420,group,concept,5,Top>Organization,N
9421,passenger,concept,6,Top>Person,N
9422,outlet,concept,7,Top,N
9424,service,concept,9,Top>Product>ProfessionalService,P
9425,room,concept,10,Top>Location>Facility,P+
9428,room,concept,13,Top>Location>Facility,P+
9429,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9432,elevator,concept,1,Top>Location>Facility,N
9433,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9434,side,concept,3,Top>Organization,P
9435,breakfast,concept,4,Top>Event,P
9436,breakfast,concept,5,Top>Product>Food,P
9437,side,concept,6,Top>Location,P
9439,room,concept,8,Top>Location>Facility,NEU
9440,room,concept,9,Top>Location>Facility,NEU
9441,construcción,concept,1,Top>Location>Facility,N
9443,floor,concept,3,Top>Location,N
9444,farm,concept,4,Top>Location>Facility,N
9453,AC,entity,2,Top,N
9454,elevator,concept,1,Top>Location>Facility,N
9455,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9456,access,concept,3,Top>Process,P
9458,group,concept,5,Top>Organization,N
9459,passenger,concept,6,Top>Person,N
9460,outlet,concept,7,Top,N
9462,service,concept,9,Top>Product>ProfessionalService,P
9463,room,concept,10,Top>Location>Facility,P+
9466,room,concept,13,Top>Location>Facility,P+
9467,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9470,elevator,concept,1,Top>Location>Facility,N
9471,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9472,side,concept,3,Top>Organization,P
9473,breakfast,concept,4,Top>Event,P
9474,breakfast,concept,5,Top>Product>Food,P
9475,side,concept,6,Top>Location,P
9477,room,concept,8,Top>Location>Facility,NEU
9478,room,concept,9,Top>Location>Facility,NEU
9479,construcción,concept,1,Top>Location>Facility,N
9481,floor,concept,3,Top>Location,N
9482,farm,concept,4,Top>Location>Facility,N
9491,AC,entity,2,Top,N
9492,elevator,concept,1,Top>Location>Facility,N
9493,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9494,access,concept,3,Top>Process,P
9496,group,concept,5,Top>Organization,N
9497,passenger,concept,6,Top>Person,N
9498,outlet,concept,7,Top,N
9500,service,concept,9,Top>Product>ProfessionalService,P
9501,room,concept,10,Top>Location>Facility,P+
9504,room,concept,13,Top>Location>Facility,P+
9505,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9508,elevator,concept,1,Top>Location>Facility,N
9509,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9510,side,concept,3,Top>Organization,P
9511,breakfast,concept,4,Top>Event,P
9512,breakfast,concept,5,Top>Product>Food,P
9513,side,concept,6,Top>Location,P
9515,room,concept,8,Top>Location>Facility,NEU
9516,room,concept,9,Top>Location>Facility,NEU
9517,construcción,concept,1,Top>Location>Facility,N
9519,floor,concept,3,Top>Location,N
9520,farm,concept,4,Top>Location>Facility,N
9529,AC,entity,2,Top,N
9530,elevator,concept,1,Top>Location>Facility,N
9531,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9532,access,concept,3,Top>Process,P
9534,group,concept,5,Top>Organization,N
9535,passenger,concept,6,Top>Person,N
9536,outlet,concept,7,Top,N
9538,service,concept,9,Top>Product>ProfessionalService,P
9539,room,concept,10,Top>Location>Facility,P+
9542,room,concept,13,Top>Location>Facility,P+
9543,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9546,elevator,concept,1,Top>Location>Facility,N
9547,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9548,side,concept,3,Top>Organization,P
9549,breakfast,concept,4,Top>Event,P
9550,breakfast,concept,5,Top>Product>Food,P
9551,side,concept,6,Top>Location,P
9553,room,concept,8,Top>Location>Facility,NEU
9554,room,concept,9,Top>Location>Facility,NEU
9555,construcción,concept,1,Top>Location>Facility,N
9557,floor,concept,3,Top>Location,N
9558,farm,concept,4,Top>Location>Facility,N
9567,AC,entity,2,Top,N
9568,elevator,concept,1,Top>Location>Facility,N
9569,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9570,access,concept,3,Top>Process,P
9572,group,concept,5,Top>Organization,N
9573,passenger,concept,6,Top>Person,N
9574,outlet,concept,7,Top,N
9576,service,concept,9,Top>Product>ProfessionalService,P
9577,room,concept,10,Top>Location>Facility,P+
9580,room,concept,13,Top>Location>Facility,P+
9581,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9584,elevator,concept,1,Top>Location>Facility,N
9585,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9586,side,concept,3,Top>Organization,P
9587,breakfast,concept,4,Top>Event,P
9588,breakfast,concept,5,Top>Product>Food,P
9589,side,concept,6,Top>Location,P
9591,room,concept,8,Top>Location>Facility,NEU
9592,room,concept,9,Top>Location>Facility,NEU
9593,construcción,concept,1,Top>Location>Facility,N
9595,floor,concept,3,Top>Location,N
9596,farm,concept,4,Top>Location>Facility,N
9605,AC,entity,2,Top,N
9606,elevator,concept,1,Top>Location>Facility,N
9607,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9608,access,concept,3,Top>Process,P
9610,group,concept,5,Top>Organization,N
9611,passenger,concept,6,Top>Person,N
9612,outlet,concept,7,Top,N
9614,service,concept,9,Top>Product>ProfessionalService,P
9615,room,concept,10,Top>Location>Facility,P+
9618,room,concept,13,Top>Location>Facility,P+
9619,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9622,elevator,concept,1,Top>Location>Facility,N
9623,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9624,side,concept,3,Top>Organization,P
9625,breakfast,concept,4,Top>Event,P
9626,breakfast,concept,5,Top>Product>Food,P
9627,side,concept,6,Top>Location,P
9629,room,concept,8,Top>Location>Facility,NEU
9630,room,concept,9,Top>Location>Facility,NEU
9631,construcción,concept,1,Top>Location>Facility,N
9633,floor,concept,3,Top>Location,N
9634,farm,concept,4,Top>Location>Facility,N
9643,AC,entity,2,Top,N
9644,elevator,concept,1,Top>Location>Facility,N
9645,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9646,access,concept,3,Top>Process,P
9648,group,concept,5,Top>Organization,N
9649,passenger,concept,6,Top>Person,N
9650,outlet,concept,7,Top,N
9652,service,concept,9,Top>Product>ProfessionalService,P
9653,room,concept,10,Top>Location>Facility,P+
9656,room,concept,13,Top>Location>Facility,P+
9657,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9660,elevator,concept,1,Top>Location>Facility,N
9661,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9662,side,concept,3,Top>Organization,P
9663,breakfast,concept,4,Top>Event,P
9664,breakfast,concept,5,Top>Product>Food,P
9665,side,concept,6,Top>Location,P
9667,room,concept,8,Top>Location>Facility,NEU
9668,room,concept,9,Top>Location>Facility,NEU
9669,construcción,concept,1,Top>Location>Facility,N
9671,floor,concept,3,Top>Location,N
9672,farm,concept,4,Top>Location>Facility,N
9681,AC,entity,2,Top,N
9682,elevator,concept,1,Top>Location>Facility,N
9683,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9684,access,concept,3,Top>Process,P
9686,group,concept,5,Top>Organization,N
9687,passenger,concept,6,Top>Person,N
9688,outlet,concept,7,Top,N
9690,service,concept,9,Top>Product>ProfessionalService,P
9691,room,concept,10,Top>Location>Facility,P+
9694,room,concept,13,Top>Location>Facility,P+
9695,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9698,elevator,concept,1,Top>Location>Facility,N
9699,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9700,side,concept,3,Top>Organization,P
9701,breakfast,concept,4,Top>Event,P
9702,breakfast,concept,5,Top>Product>Food,P
9703,side,concept,6,Top>Location,P
9705,room,concept,8,Top>Location>Facility,NEU
9706,room,concept,9,Top>Location>Facility,NEU
9707,construcción,concept,1,Top>Location>Facility,N
9709,floor,concept,3,Top>Location,N
9710,farm,concept,4,Top>Location>Facility,N
9719,AC,entity,2,Top,N
9720,elevator,concept,1,Top>Location>Facility,N
9721,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9722,access,concept,3,Top>Process,P
9724,group,concept,5,Top>Organization,N
9725,passenger,concept,6,Top>Person,N
9726,outlet,concept,7,Top,N
9728,service,concept,9,Top>Product>ProfessionalService,P
9729,room,concept,10,Top>Location>Facility,P+
9732,room,concept,13,Top>Location>Facility,P+
9733,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9736,elevator,concept,1,Top>Location>Facility,N
9737,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9738,side,concept,3,Top>Organization,P
9739,breakfast,concept,4,Top>Event,P
9740,breakfast,concept,5,Top>Product>Food,P
9741,side,concept,6,Top>Location,P
9743,room,concept,8,Top>Location>Facility,NEU
9744,room,concept,9,Top>Location>Facility,NEU
9745,construcción,concept,1,Top>Location>Facility,N
9747,floor,concept,3,Top>Location,N
9748,farm,concept,4,Top>Location>Facility,N
9757,AC,entity,2,Top,N
9758,elevator,concept,1,Top>Location>Facility,N
9759,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9760,access,concept,3,Top>Process,P
9762,group,concept,5,Top>Organization,N
9763,passenger,concept,6,Top>Person,N
9764,outlet,concept,7,Top,N
9766,service,concept,9,Top>Product>ProfessionalService,P
9767,room,concept,10,Top>Location>Facility,P+
9770,room,concept,13,Top>Location>Facility,P+
9771,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9774,elevator,concept,1,Top>Location>Facility,N
9775,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9776,side,concept,3,Top>Organization,P
9777,breakfast,concept,4,Top>Event,P
9778,breakfast,concept,5,Top>Product>Food,P
9779,side,concept,6,Top>Location,P
9781,room,concept,8,Top>Location>Facility,NEU
9782,room,concept,9,Top>Location>Facility,NEU
9783,construcción,concept,1,Top>Location>Facility,N
9785,floor,concept,3,Top>Location,N
9786,farm,concept,4,Top>Location>Facility,N
9795,AC,entity,2,Top,N
9796,elevator,concept,1,Top>Location>Facility,N
9797,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9798,access,concept,3,Top>Process,P
9800,group,concept,5,Top>Organization,N
9801,passenger,concept,6,Top>Person,N
9802,outlet,concept,7,Top,N
9804,service,concept,9,Top>Product>ProfessionalService,P
9805,room,concept,10,Top>Location>Facility,P+
9808,room,concept,13,Top>Location>Facility,P+
9809,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,P
9812,elevator,concept,1,Top>Location>Facility,N
9813,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9814,side,concept,3,Top>Organization,P
9815,breakfast,concept,4,Top>Event,P
9816,breakfast,concept,5,Top>Product>Food,P
9817,side,concept,6,Top>Location,P
9819,room,concept,8,Top>Location>Facility,NEU
9820,room,concept,9,Top>Location>Facility,NEU
9821,construcción,concept,1,Top>Location>Facility,N
9823,floor,concept,3,Top>Location,N
9824,farm,concept,4,Top>Location>Facility,N
9833,AC,entity,2,Top,N
9834,elevator,concept,1,Top>Location>Facility,N
9835,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
9836,access,concept,3,Top>Process,P
9838,group,concept,5,Top>Organization,N
9839,passenger,concept,6,Top>Person,N
9840,outlet,concept,7,Top,N
9842,service,concept,9,Top>Product>ProfessionalService,P
